ID,R,G,B,Saturação,Claros,Escuros,Textura,Circularidade,ehBom
151,39,36,34,37.39812545061283,0,6118,18.832755067240893,0.8414672484894093,0
152,107,105,99,19.704918032786885,0,3,24.45776011658206,0.0048067606027411515,0
153,154,144,132,36.204081632653065,0,0,22.55447588469405,0.0012302631129202963,0
154,97,95,90,21.70967741935484,0,33,34.527332520004066,0.00312830754229855,0
155,36,35,33,21.83309236947791,0,5490,18.554701535768945,0.8060294079497058,0
156,88,86,80,24.889204545454547,0,16,22.867297165074998,0.0018584748672980677,0
157,99,97,92,20.0625,0,6,25.418239022402794,0.0011961722235603895,0
158,97,94,90,20.036363636363635,0,2,26.103877043347698,0.0029352672623804365,0
159,92,87,82,26.605042016806724,0,2,20.341557718417093,0.0047183599267518524,0
160,93,93,88,18.5,0,31,30.082684082409692,0.0013259827178749221,0
161,98,97,93,17.36657681940701,0,17,30.374851672503766,0.002168730282996789,0
162,106,105,100,19.431734317343174,0,22,35.22516878837406,0.002951869104925665,0
163,96,95,92,16.294670846394986,0,22,32.42550251443373,0.0021204315745276597,0
164,40,39,37,25.518002597095975,0,6917,19.14256881174235,0.8284962223952111,0
165,94,93,88,19.795454545454547,0,3,20.63465411625682,0.002739416011544882,0
166,124,122,115,18.74025974025974,1,1,34.86606786662859,0.0018636498356205302,0
167,43,42,39,22.1104754120692,0,5458,18.51544090044002,0.798099869348816,0
168,40,40,37,25.56236293859649,0,5802,18.962693776545507,0.8110097525578103,0
169,98,96,91,19.28716216216216,0,2,19.75077089784516,0.0021981211879912033,0
170,95,96,92,15.150837988826815,0,19,31.870376842314847,0.00432730975314864,0
171,94,93,89,19.208,0,24,34.137260815712786,0.002810086850415967,0
172,103,102,97,21.15506329113924,0,27,36.26703487823559,0.0013276682704148925,0
173,45,44,40,27.56877096675816,0,4792,22.67880999374618,0.774977874900551,0
174,51,49,44,35.85932798395186,0,2360,19.90260679426006,0.8406596666213492,0
